math_skill,programming_skill,communication_skill,creativity,analytical_thinking,memory,attention_to_detail,teamwork,leadership,stress_tolerance,adaptability,curiosity,math_interest,physics_interest,chemistry_interest,biology_interest,it_interest,economics_interest,humanities_interest,art_interest,sports_interest,desired_salary,preferred_work_env,work_life_balance,chosen_field
4.7,4.8,1.9,2.1,4.8,2.7,4.2,3.3,2.1,2.1,1.1,3.7,2.9,4.6,3.3,3.1,4.9,2.9,1.9,3.0,3.8,122326.76458998749,2,4.239775740391851,Computer Science
5.0,4.5,4.7,3.8,4.5,3.6,2.7,2.7,1.7,2.2,5.0,1.8,2.3,3.9,2.9,3.4,4.3,3.4,2.9,4.3,2.7,184453.7371561186,1,4.757898699971102,Computer Science
3.6,4.8,3.4,2.4,4.0,1.0,3.6,1.6,3.3,1.9,1.8,3.1,4.3,3.5,2.9,3.1,4.5,3.3,2.1,1.3,4.3,175795.5743531481,2,3.3294260163586356,Computer Science
4.7,5.0,1.9,3.0,5.0,2.8,3.4,3.9,2.7,1.9,2.9,1.9,2.4,4.3,3.2,4.0,4.6,2.2,1.4,3.6,3.2,152315.850939118,1,3.8467562224593,Design
4.0,4.6,3.3,4.2,4.5,3.5,3.1,3.9,1.0,2.3,2.8,3.0,1.8,4.2,3.9,2.3,4.0,3.4,2.2,3.2,1.5,269443.5665254576,3,1.5254482585292204,Computer Science
5.0,4.2,1.8,2.6,4.9,2.2,1.5,2.2,2.5,1.9,3.2,2.9,3.8,3.7,3.6,2.5,3.9,2.5,1.0,4.8,3.1,128183.72438678148,1,1.633089351454517,Computer Science
4.7,5.0,1.8,3.6,4.7,1.6,3.3,3.3,2.9,4.1,4.0,3.8,4.4,3.4,2.5,2.3,4.2,2.5,2.0,2.6,1.9,191751.15007360003,2,2.799453546885813,Computer Science
4.7,4.8,3.0,4.5,4.7,2.0,1.7,3.3,2.8,1.8,2.8,2.4,2.6,5.0,3.7,4.0,5.0,3.1,2.3,3.3,4.1,202166.25683268227,3,5.337408656417766,Design
3.9,5.0,3.5,3.1,4.3,5.0,3.6,3.0,2.5,2.3,3.1,2.1,3.7,3.5,4.0,4.0,4.5,3.6,2.5,1.5,4.7,149770.25142851382,3,4.05645881073256,Computer Science
4.6,4.8,3.8,1.9,4.7,4.5,1.4,2.9,3.1,2.9,2.8,1.9,3.4,3.5,2.3,1.1,3.8,4.5,2.2,3.7,2.1,82227.47035016557,3,4.153535927385103,Computer Science
4.1,3.3,2.4,4.1,4.8,1.4,1.0,2.7,4.1,2.2,4.1,3.1,4.8,3.5,2.9,2.3,5.0,3.6,1.0,3.7,1.5,123550.80724985903,1,4.096552779237884,Data Science
4.7,5.0,3.9,2.4,4.5,2.3,2.1,3.0,2.7,2.0,2.3,3.1,2.4,4.0,2.3,3.5,4.2,3.6,1.9,1.0,2.7,180202.44708094123,2,3.22629155752981,Computer Science
4.2,4.4,2.8,3.7,5.0,3.2,4.1,3.1,3.5,2.7,2.9,2.2,4.4,4.7,3.3,2.0,4.4,4.0,3.8,3.1,4.2,166935.48857927005,2,4.52062648785735,Computer Science
5.0,4.6,3.9,3.0,4.2,3.4,3.8,1.8,2.9,3.3,3.5,2.6,3.6,3.3,5.0,2.4,4.7,2.4,2.2,1.9,4.1,127304.56415828888,2,2.6251380636051813,Computer Science
5.0,5.0,3.8,2.3,4.2,3.5,3.7,2.8,4.2,1.0,2.4,5.0,3.0,3.7,3.5,2.0,3.3,5.0,1.5,3.2,3.2,179808.37097748308,3,2.8651050527369417,Computer Science
4.4,4.1,3.6,2.6,4.8,4.2,3.9,1.4,2.7,3.3,2.8,3.1,3.3,3.6,2.8,1.8,4.3,1.5,2.2,2.8,2.1,231410.39235315387,3,3.0272718771192917,Computer Science
4.2,4.1,2.2,3.4,5.0,1.5,3.0,4.6,1.5,4.5,2.1,2.4,3.6,4.4,2.9,2.2,3.9,2.9,2.0,2.2,2.7,170035.69117481122,3,4.355894726832116,Computer Science
4.3,4.9,3.9,3.1,4.3,3.2,1.7,2.2,1.9,2.3,2.4,1.7,2.7,3.9,3.6,3.1,5.0,3.6,3.7,1.9,4.0,97266.03725203114,3,3.6095760326308577,Computer Science
5.0,4.6,2.6,3.1,4.1,5.0,2.9,3.0,3.4,1.9,4.3,2.0,1.7,3.9,1.7,4.6,4.4,1.0,2.2,3.6,2.6,105764.27896955164,3,3.4173543866668017,Computer Science
5.0,5.0,2.6,3.7,4.7,2.1,3.9,3.0,1.6,3.9,5.0,1.0,3.3,4.2,1.8,4.0,4.0,3.1,1.6,2.0,3.4,131531.72877951572,2,3.918730303608438,Computer Science
5.0,4.0,4.2,3.1,4.5,1.2,3.7,3.9,3.9,1.6,3.9,2.7,1.7,5.0,4.5,3.7,4.8,4.6,1.8,5.0,3.0,199825.0016912803,2,3.9313333395896572,Computer Science
4.5,3.8,3.6,4.2,4.5,4.6,1.5,2.9,2.1,2.1,3.0,4.7,4.3,5.0,3.4,2.7,4.7,1.6,3.2,1.2,2.9,159978.03129683924,2,3.2498793723518946,Computer Science
4.4,4.9,3.4,3.6,4.2,3.2,1.6,1.1,2.4,3.0,5.0,4.2,1.9,4.6,1.7,4.5,4.2,2.4,2.8,2.4,4.7,137194.91554330927,3,4.20998404154378,Computer Science
5.0,3.9,3.4,3.2,4.4,3.8,3.2,4.1,3.3,2.7,3.2,3.7,3.0,3.7,3.2,4.4,4.8,3.4,2.0,3.2,2.0,152868.74975681942,3,3.395784659770265,Computer Science
4.9,3.0,3.8,2.3,4.5,2.3,2.4,2.8,3.1,3.0,3.0,1.4,5.0,4.2,3.4,2.7,4.1,3.2,2.3,4.3,5.0,219080.89615960862,3,2.086776861264033,Computer Science
4.0,4.4,3.9,1.0,5.0,1.7,2.1,3.8,4.9,2.1,2.2,4.3,3.2,3.8,3.2,5.0,4.9,3.4,2.5,3.4,3.9,134470.0562370199,1,2.4402017081854765,Computer Science
4.9,4.5,2.5,2.9,4.6,1.3,1.9,1.9,3.5,4.6,3.6,3.1,2.0,4.5,2.6,2.0,4.9,4.3,2.6,5.0,2.2,141245.23921197167,2,2.7954559279711333,Computer Science
4.9,3.2,1.6,1.5,4.5,1.8,3.5,2.7,1.5,4.1,3.1,4.2,3.1,5.0,3.7,1.7,4.3,2.4,1.0,4.0,3.5,221404.23188755426,3,4.24468911795911,Computer Science
3.3,4.9,2.6,2.7,5.0,3.2,3.4,3.0,3.8,4.6,1.0,4.1,4.5,4.4,2.3,1.8,5.0,2.1,3.2,3.4,5.0,147269.59342760537,3,2.2139352611064895,Software Engineering
4.9,3.9,2.1,3.4,5.0,4.5,5.0,2.6,2.8,1.0,2.4,1.4,2.7,5.0,4.1,2.7,4.2,2.2,2.7,2.7,3.3,186769.71191570678,2,2.5779613473326424,Computer Science
4.0,3.9,4.6,2.6,5.0,2.3,2.0,2.5,2.5,2.3,4.6,2.9,2.8,4.0,3.9,3.0,4.7,4.0,1.4,2.2,3.1,131689.062951567,2,3.3143233520657867,Computer Science
4.8,4.0,3.2,2.3,4.7,2.7,3.3,4.3,2.8,2.8,3.4,3.5,1.0,3.2,3.2,4.6,3.8,2.4,2.3,2.0,3.5,188694.09317728068,1,4.503603087872571,Computer Science
5.0,4.3,4.0,1.5,4.6,3.3,3.3,1.4,2.0,2.8,4.1,4.9,2.3,3.1,3.8,5.0,5.0,2.3,4.1,3.7,2.2,237372.08665350842,2,2.8040065508809278,Computer Science
4.9,4.0,3.6,4.5,4.9,2.6,1.7,4.1,3.1,3.1,1.0,1.0,3.1,3.4,3.2,4.0,4.2,3.2,2.0,5.0,2.5,132085.21266700682,1,4.354009204713851,Computer Science
4.4,4.7,2.7,2.6,5.0,3.7,3.1,1.6,3.4,4.0,3.2,3.0,3.2,4.3,2.4,3.0,4.6,4.0,1.0,4.0,1.5,134122.0381290599,3,3.5020625058016703,Computer Science
5.0,4.7,2.5,2.4,5.0,1.4,1.7,3.5,4.8,2.4,2.5,2.8,2.5,3.7,2.4,3.2,4.8,3.2,2.0,2.4,1.8,108050.50226754748,2,3.3917600067431617,Computer Science
4.0,5.0,2.8,3.8,4.1,3.2,2.3,1.6,2.2,2.6,1.7,3.8,2.1,4.7,2.2,2.6,4.1,3.0,1.5,2.1,4.5,207371.75426472415,2,5.073193417679563,Computer Science
4.4,3.4,3.0,2.1,4.6,3.3,3.4,3.4,4.5,2.2,2.2,3.7,2.9,4.8,3.6,4.9,4.5,1.5,2.3,2.9,3.5,186504.28746700817,3,2.4975097634219923,Computer Science
4.2,3.7,2.0,3.9,3.7,3.4,5.0,3.1,3.1,3.2,1.5,3.4,3.3,4.0,1.3,4.9,4.6,1.8,1.4,2.2,4.6,155046.5618821067,2,3.4012163994768967,Linguistics
5.0,4.6,3.0,2.5,4.4,4.1,1.2,5.0,2.1,2.8,2.8,2.8,2.3,4.6,4.1,4.0,4.5,2.4,2.0,2.9,2.0,167126.2880575326,2,3.7664548038502135,Software Engineering
4.2,5.0,4.5,3.1,4.4,2.1,3.1,2.0,2.8,3.7,4.0,4.5,3.5,3.4,4.5,4.0,4.3,2.0,2.2,4.3,2.6,166209.91769886075,1,3.9775665105252416,Computer Science
4.2,4.2,3.9,2.4,4.1,3.7,1.6,3.7,2.5,3.4,1.8,4.2,1.8,4.5,1.8,4.8,4.5,5.0,1.5,2.6,4.2,102952.15912899536,3,4.395271098236857,Computer Science
4.6,2.4,2.6,3.7,4.3,3.5,4.7,3.5,2.4,3.7,3.5,4.0,2.9,3.4,3.5,3.6,4.2,1.5,1.8,1.8,2.7,191103.49714237486,1,1.8963458303293204,Computer Science
5.0,4.3,2.5,2.9,4.6,2.1,2.3,2.6,1.9,2.4,3.7,3.8,1.6,4.2,2.9,4.1,4.4,1.8,1.8,1.8,1.0,157867.47796963266,1,2.518500315613972,Computer Science
5.0,3.2,2.6,2.6,4.0,2.7,2.8,1.0,3.3,3.8,4.5,2.9,1.0,4.6,3.1,3.8,4.6,3.6,1.5,1.8,2.9,158541.7763199785,2,2.8566999536480324,Computer Science
5.0,4.4,2.8,2.5,5.0,3.1,3.4,3.3,2.2,3.1,2.7,2.7,3.3,3.4,1.8,3.5,4.2,2.7,1.0,4.0,3.5,188322.75141247318,3,3.418306559147126,Computer Science
4.6,4.8,2.3,2.5,3.8,2.6,3.0,3.0,4.3,2.1,1.4,3.1,2.8,4.6,3.1,4.3,4.4,2.5,2.6,3.5,2.3,181777.19537243855,3,3.852891733039996,Computer Science
3.9,4.6,2.9,3.8,4.3,2.6,1.0,3.5,3.0,4.2,3.8,3.3,2.3,3.7,3.5,2.9,5.0,4.3,1.9,3.1,2.2,155911.64746797516,2,1.8213255047829442,Computer Science
4.2,5.0,3.7,2.8,5.0,4.0,2.5,1.9,4.4,2.2,3.2,4.5,3.2,4.0,1.3,4.0,3.6,4.4,1.0,2.2,4.2,217893.40786483395,2,3.575632614461381,Psychology
4.9,5.0,3.1,3.2,4.4,2.8,5.0,3.3,3.3,1.9,3.4,3.7,4.1,4.4,2.9,2.8,4.5,3.1,3.0,4.1,3.8,241168.39921881194,2,2.840158669089724,Computer Science
5.0,4.8,2.2,2.6,4.2,4.5,1.5,2.4,3.1,1.6,3.1,2.0,2.2,3.6,2.8,2.4,4.5,4.2,2.7,4.5,2.9,157154.2697807024,3,3.6663131662752186,Computer Science
4.3,3.2,2.7,3.3,5.0,4.0,3.3,2.1,3.8,3.0,3.2,5.0,2.1,5.0,4.8,3.1,4.6,2.3,2.2,3.1,2.3,131407.10963727353,1,3.569070927256597,Computer Science
4.4,3.8,2.8,2.7,4.4,2.5,4.4,3.3,3.3,3.4,1.6,4.0,5.0,3.3,2.3,2.5,4.6,2.9,1.7,3.6,3.4,208907.05857671882,2,3.6154635332859306,Computer Science
4.3,5.0,2.0,4.1,3.9,3.6,1.2,3.0,1.6,4.9,1.9,2.2,3.5,3.6,3.7,2.3,4.1,3.0,1.2,3.4,3.9,182119.8655996975,3,3.817827144363139,Computer Science
4.5,4.8,2.6,2.3,5.0,3.0,3.9,1.8,2.0,1.7,2.2,2.3,2.2,4.0,2.0,2.2,4.6,5.0,2.4,3.4,2.7,80765.2143515147,2,3.3402861586660895,Computer Science
3.7,3.7,4.3,4.6,5.0,2.6,3.4,4.3,4.9,1.8,3.2,2.7,3.6,4.0,2.0,3.4,4.2,3.0,2.1,4.7,3.3,156431.77088707848,2,3.912076760117478,Computer Science
4.3,4.4,3.2,4.0,4.6,3.5,3.5,3.8,2.4,3.3,1.0,2.4,4.0,3.1,1.8,3.7,4.2,4.3,2.2,4.5,4.7,211023.36606659193,1,3.091776501514285,Computer Science
4.6,4.0,3.5,2.4,3.9,4.2,4.0,2.4,2.9,3.8,3.0,3.5,3.5,3.8,3.5,2.0,4.7,2.9,1.8,1.8,3.1,161541.21110625778,2,4.0813821721654895,Computer Science
4.9,5.0,2.6,2.8,4.7,1.7,2.2,2.1,1.0,2.5,3.0,3.2,2.5,3.4,2.9,2.5,3.3,2.1,2.3,3.0,3.2,184616.71984781814,1,3.718043743173535,Computer Science
5.0,4.7,2.9,3.6,4.4,1.0,1.3,3.0,2.7,2.9,2.7,1.9,1.6,3.4,3.8,2.2,5.0,2.0,2.9,2.5,2.7,148025.26522983328,1,3.2375275479938397,Computer Science
4.3,4.5,2.9,2.4,4.6,3.3,4.9,3.1,3.0,3.4,2.1,1.3,2.7,4.8,4.2,1.1,4.8,1.0,2.4,3.4,1.3,200001.84572526749,3,4.895068721032735,Data Science
4.1,5.0,2.9,3.2,4.4,2.6,3.2,4.4,1.4,1.9,2.7,2.2,5.0,3.8,3.5,2.7,3.2,2.6,1.3,3.3,2.7,129367.4020515117,2,4.710580073489684,Computer Science
4.1,4.5,4.0,3.7,4.8,2.3,4.1,1.4,3.5,1.3,4.8,1.9,2.5,5.0,3.4,2.3,4.6,3.3,2.4,2.8,2.7,187500.5877887475,2,3.2975392708054327,Computer Science
4.5,3.8,2.6,2.4,3.8,2.9,1.1,3.5,1.3,2.4,4.2,3.7,3.0,5.0,3.1,4.1,4.2,1.0,2.3,3.4,3.4,102326.89149747523,1,3.866334311229074,Computer Science
4.7,5.0,4.0,3.0,4.9,1.5,3.2,1.7,2.8,2.3,2.3,2.2,2.6,3.6,3.6,2.7,4.5,3.3,2.3,1.9,2.7,169489.77789941928,1,2.795284489829896,Computer Science
4.7,4.2,2.7,4.5,4.8,3.8,2.2,4.0,2.0,3.3,3.1,4.3,2.5,4.4,3.4,2.2,4.8,2.9,2.1,2.6,3.1,161688.8804812742,1,4.2040324030787595,Computer Science
5.0,5.0,3.5,3.1,5.0,3.1,3.3,1.0,2.1,3.7,4.3,3.5,3.6,4.5,3.0,2.1,4.8,1.8,2.4,4.4,3.3,181016.1931488792,2,4.370899630924258,Design
5.0,3.5,3.0,3.8,5.0,2.4,4.2,1.5,2.2,3.4,3.3,4.3,3.9,3.7,4.3,3.6,4.9,3.8,1.9,4.0,3.3,196281.4167019564,1,4.139805689555159,Computer Science
5.0,3.6,2.2,2.4,4.4,3.5,1.9,3.9,3.9,3.9,2.7,1.0,4.6,3.6,3.7,3.1,5.0,2.9,2.1,3.2,3.4,110587.67040438403,1,5.000500979344109,Computer Science
4.6,2.5,2.4,3.7,5.0,2.3,3.2,2.8,3.7,5.0,3.7,2.3,2.9,5.0,1.6,2.4,4.9,4.3,2.5,2.4,3.5,176571.7106694632,1,1.9129141080834924,Computer Science
5.0,3.8,2.5,3.5,4.5,2.7,1.7,2.5,2.5,2.6,3.6,3.3,2.8,4.1,4.8,3.4,5.0,2.4,2.0,2.7,3.4,179552.2205667525,1,3.9428960649899687,Computer Science
5.0,3.8,4.8,3.4,5.0,1.7,2.5,1.0,2.8,3.8,4.9,2.3,3.4,3.8,3.7,2.9,4.4,1.3,2.3,4.5,1.7,196953.8106278143,3,2.462122072046765,Data Science
4.7,3.1,3.5,3.1,4.7,2.7,3.3,3.5,3.2,1.7,3.2,4.9,3.2,4.1,4.6,2.3,4.9,2.5,2.9,3.8,2.6,149361.55494668233,2,4.282249233134582,Medicine
5.0,4.6,3.0,2.3,4.3,2.6,2.5,1.0,3.6,3.7,2.7,3.0,3.6,3.0,1.4,3.0,4.3,2.6,2.5,2.6,3.4,230989.50340161586,3,3.6690116204152243,Computer Science
5.0,3.9,3.1,3.3,4.7,3.1,4.0,2.3,2.8,2.4,2.3,3.1,4.0,3.5,3.9,2.7,4.0,2.3,2.8,2.0,5.0,165560.9534270583,1,2.1417618756478785,Computer Science
4.9,3.4,3.5,4.2,4.7,1.8,3.6,3.8,2.3,4.1,3.5,1.0,2.4,3.8,2.9,3.0,4.9,3.8,3.2,3.3,4.5,197244.21688136825,2,3.7922590214657745,Computer Science
4.0,4.7,3.9,2.3,4.3,2.4,4.1,3.1,2.6,3.6,2.5,2.8,1.9,4.6,1.9,4.4,4.6,2.8,2.1,4.7,1.7,109117.86522031402,2,4.267512421308968,Computer Science
4.9,4.0,2.5,2.9,4.4,3.9,2.5,3.8,3.4,1.3,3.3,1.0,2.1,4.3,3.0,1.2,3.9,1.0,1.2,3.6,2.4,166797.8216690623,3,3.5825791459090355,Computer Science
4.7,4.8,1.2,2.3,4.4,3.9,2.6,5.0,1.9,2.5,1.9,2.8,3.5,4.1,2.1,4.2,5.0,2.3,4.3,1.9,3.0,161600.09793895957,3,2.6005664191396645,Computer Science
4.9,4.4,3.1,3.6,5.0,3.3,3.3,3.9,2.0,2.8,2.6,3.3,3.2,5.0,4.5,1.5,4.7,3.7,2.2,2.5,4.4,173206.36658531454,3,3.9528460337368103,Computer Science
5.0,3.8,3.4,3.2,3.5,2.9,2.0,1.5,2.7,2.4,2.2,1.6,4.8,3.1,2.7,3.7,5.0,1.9,1.9,3.6,3.3,175233.39970748857,1,2.5451696326928124,Computer Science
4.7,4.0,3.2,2.7,4.8,1.3,2.6,1.9,2.9,2.0,2.4,2.4,3.3,3.7,2.0,3.4,5.0,2.6,3.0,1.5,2.2,211803.46534174937,2,3.073384299414515,Computer Science
4.9,4.4,2.4,4.7,5.0,3.0,2.0,2.7,1.9,3.4,3.6,4.0,3.4,4.2,2.0,1.8,3.5,3.1,2.7,4.2,3.8,145312.0160265178,3,4.987321773485036,Computer Science
4.8,3.9,3.0,1.9,4.2,1.9,3.2,2.0,1.6,1.6,2.0,4.0,4.5,3.8,1.5,2.7,5.0,3.2,1.1,4.8,2.6,138642.36475951457,1,3.3524721603637313,Computer Science
4.7,4.4,3.5,2.9,5.0,1.1,1.9,4.5,2.5,3.6,2.9,3.9,3.4,5.0,3.0,2.6,5.0,3.7,1.5,3.9,3.2,163482.94670446,1,3.8491160666998567,Computer Science
4.8,5.0,1.9,3.2,4.2,3.9,1.4,3.2,3.5,4.2,2.6,5.0,2.4,3.2,3.6,2.9,5.0,1.4,2.1,3.8,2.3,104304.37519529986,2,4.199026385575264,Computer Science
4.1,5.0,3.8,2.4,4.4,2.5,3.4,3.5,1.3,3.5,2.9,1.8,3.6,5.0,3.1,4.4,4.9,3.8,2.4,2.8,2.3,283003.45186726225,3,3.6381414840318747,Computer Science
4.0,4.1,3.1,3.1,4.0,4.3,1.0,2.7,2.1,3.2,4.0,1.6,5.0,4.1,3.4,1.6,4.5,4.0,2.2,3.1,2.9,104879.99633346315,3,3.7945533064438135,Computer Science
4.1,3.8,3.0,3.5,4.0,2.1,2.9,3.7,1.7,1.0,2.9,5.0,2.5,4.8,2.0,3.1,5.0,2.9,1.3,3.1,3.8,238970.91770853644,1,2.4319161598588686,Computer Science
4.4,3.6,2.0,1.3,4.8,2.6,4.9,1.8,4.5,4.6,4.3,3.2,2.7,4.9,2.2,3.3,4.5,2.1,2.3,3.7,2.1,178404.80748463402,2,3.1275138646352714,Computer Science
4.7,4.0,3.3,2.3,5.0,3.1,4.7,2.3,3.2,3.1,3.7,3.8,1.7,4.8,3.9,1.5,5.0,1.7,2.3,2.7,2.8,146280.70636439967,2,3.918906616283904,Computer Science
4.0,4.7,2.3,2.5,4.3,2.8,4.3,3.7,1.9,4.5,4.1,3.4,1.0,3.4,3.0,4.7,5.0,2.0,1.0,2.8,3.1,110351.40264512092,1,3.10589865592285,Computer Science
4.8,3.9,3.2,2.7,4.2,3.6,3.3,2.3,4.7,4.8,3.1,3.6,5.0,4.4,1.6,3.0,4.3,2.6,2.4,2.5,3.8,134981.47135048476,3,2.62134818619095,Computer Science
4.5,4.8,3.9,1.9,4.6,1.6,3.9,3.4,2.1,4.5,3.3,3.2,2.8,4.0,2.6,2.3,5.0,2.5,1.7,2.9,4.4,205246.63574789252,2,2.7319877807636845,Computer Science
3.9,3.6,3.5,2.3,4.2,1.8,3.0,2.8,3.4,3.3,1.1,3.4,2.9,4.9,2.2,3.5,4.5,2.1,2.8,3.4,2.7,125326.04674655598,3,4.42369071162436,Computer Science
5.0,3.9,3.3,2.8,4.6,3.8,4.4,4.2,2.3,1.7,1.0,3.6,2.5,4.7,2.0,3.4,3.6,3.5,2.4,1.9,3.2,242773.75781416657,2,3.677636821409362,Computer Science
4.2,4.0,4.3,2.3,4.4,5.0,1.0,4.9,3.5,3.5,3.5,2.6,2.0,4.0,2.9,3.2,4.3,3.8,2.7,1.6,1.3,128874.8536277794,2,2.434341812005571,Computer Science
4.5,4.1,2.1,3.2,5.0,3.4,3.3,2.3,3.6,3.2,2.9,3.5,1.2,3.9,1.8,3.0,4.1,2.3,1.2,4.1,2.3,135030.45505464982,1,3.619642065649979,Design
4.9,3.8,3.6,4.4,4.7,3.2,3.9,3.8,3.1,2.1,2.3,2.6,1.7,5.0,2.1,2.9,4.1,3.6,2.8,1.7,3.7,112242.51138393342,1,3.1817909244500333,Computer Science
3.9,2.8,3.6,2.7,4.2,5.0,3.7,2.9,2.3,3.4,1.3,2.5,3.0,4.1,2.9,2.3,5.0,1.3,1.9,2.5,4.0,141644.67622682542,3,2.8946655290211707,Computer Science
4.5,4.0,2.8,3.5,5.0,3.7,2.8,4.0,3.0,1.1,4.2,1.8,3.1,3.4,1.9,2.6,3.2,2.3,2.4,3.4,1.1,198803.17866329255,3,5.3978252982295025,Computer Science
4.1,4.7,2.6,1.6,4.2,3.2,3.3,2.6,3.1,3.1,3.9,4.3,3.0,3.1,3.6,3.7,4.9,2.0,2.7,3.3,3.6,129390.46816808506,1,3.473986526086417,Computer Science
3.7,5.0,1.4,3.4,3.6,2.6,4.2,1.4,2.9,3.6,3.5,3.1,3.5,3.6,4.9,1.4,5.0,3.2,2.5,3.8,3.6,127559.12957764116,2,3.2709842484089746,Computer Science
4.6,4.7,3.2,2.8,3.8,3.2,2.3,1.8,3.8,2.4,1.2,3.0,2.8,4.0,2.9,2.0,4.3,4.0,2.7,2.6,3.6,163721.5644950947,2,4.9525935398730265,Computer Science
4.0,4.4,2.2,2.3,4.0,2.7,2.1,5.0,2.5,4.0,2.3,5.0,3.3,4.6,2.4,4.0,4.7,2.6,1.3,2.8,2.7,194761.13106345705,3,3.31420090752187,Computer Science
5.0,3.3,4.4,4.1,4.2,1.9,4.1,1.6,2.3,1.7,3.0,4.5,3.4,4.7,2.6,3.1,3.9,2.9,1.6,2.8,2.8,147422.4048794394,3,3.2269604121841273,Computer Science
4.1,5.0,4.0,2.8,4.6,1.4,3.4,3.7,2.3,2.6,2.1,4.4,4.3,4.3,3.1,1.8,4.1,2.7,1.6,3.6,1.4,108431.8852106689,2,2.99592265683252,Computer Science
4.2,4.6,2.9,4.1,3.8,3.3,3.4,2.0,2.3,1.6,1.4,2.9,3.8,3.9,2.9,1.7,3.4,3.3,1.6,1.2,2.5,169973.6566016249,3,3.98256027386471,Computer Science
4.6,4.5,4.0,3.4,4.1,3.3,5.0,3.6,3.2,1.6,3.7,3.9,3.3,4.1,5.0,3.9,5.0,3.1,2.0,3.6,2.9,157982.64061287607,1,3.8705645454994895,Computer Science
4.0,3.7,2.4,2.9,4.4,2.2,1.9,2.7,3.0,4.4,2.0,2.9,1.0,4.8,2.8,3.8,5.0,3.4,2.2,1.1,2.8,119724.59463511693,1,3.5217594993463273,Psychology
3.8,4.1,2.2,3.8,4.1,2.4,3.3,2.5,5.0,3.9,3.0,3.4,1.0,4.9,3.5,2.9,4.8,3.7,1.8,3.4,4.0,178195.90972808862,1,3.297915210210129,Computer Science
4.7,3.8,2.8,1.7,5.0,1.0,3.4,3.5,3.2,4.0,1.8,5.0,2.1,4.5,4.8,2.8,4.1,3.8,1.7,2.1,3.7,190129.7425269967,1,4.1023959993881345,Computer Science
4.3,3.4,3.4,3.1,4.9,2.5,3.0,1.2,5.0,1.7,2.2,2.0,3.2,3.4,4.1,3.3,3.8,3.8,2.7,2.3,1.9,175946.79009603645,2,4.026929828713531,Computer Science
4.3,5.0,2.4,3.4,4.4,3.0,3.6,1.0,3.0,3.9,1.8,3.7,2.8,3.5,2.8,4.4,4.6,1.7,2.3,3.0,4.1,157138.03459226573,2,2.9718729908942896,Computer Science
5.0,4.2,2.9,3.1,4.3,2.6,4.0,1.5,1.9,3.7,2.9,4.0,3.4,3.1,3.1,3.5,4.6,2.5,1.9,2.4,1.7,101490.41740609056,2,3.812016764875495,Computer Science
5.0,3.8,3.1,3.9,4.8,2.9,3.5,2.0,3.7,3.9,3.5,2.9,3.4,4.0,2.8,3.8,5.0,3.2,1.7,2.0,2.3,247371.07021041636,3,3.793787423457692,Computer Science
4.0,5.0,3.3,2.7,4.7,2.4,4.3,4.0,3.4,3.6,1.5,4.5,2.9,4.7,3.7,4.0,4.0,2.1,3.7,1.5,1.9,161729.7598639264,1,3.535983781862888,Computer Science
4.6,3.4,3.2,3.2,4.5,3.0,3.9,2.8,1.7,4.4,4.3,3.0,3.9,2.9,2.9,1.3,5.0,1.5,1.8,3.2,3.8,181089.91912045074,3,3.7810288645533747,Software Engineering
5.0,5.0,4.4,1.7,3.6,2.6,2.1,5.0,3.3,2.8,2.5,3.2,1.0,4.6,4.4,1.3,4.8,3.4,2.5,3.5,1.9,154484.8943687622,3,4.196518000907838,Computer Science
4.6,4.0,2.3,2.3,4.3,3.7,3.0,2.6,2.7,1.2,2.5,3.8,1.8,2.9,1.8,2.5,4.5,3.2,2.6,2.8,3.7,112229.18986881868,3,3.789075579813275,Computer Science
4.6,4.3,2.1,1.5,4.9,3.9,2.7,4.5,3.5,3.3,5.0,1.7,3.0,3.4,2.6,2.9,4.5,1.9,2.1,2.2,4.2,190581.54976998712,3,3.7751203717062936,Computer Science
4.7,4.7,4.5,1.9,4.3,2.0,3.4,4.6,2.0,1.6,3.2,4.4,2.2,3.3,4.6,2.8,4.8,4.4,2.5,3.0,2.0,138736.34727404782,2,2.5677573945022543,Computer Science
4.8,4.0,2.6,2.4,4.7,2.2,3.4,3.5,3.1,1.6,2.4,2.9,1.7,4.2,4.4,3.5,3.9,5.0,1.7,3.3,2.3,168414.96072027634,2,4.604228535262898,Computer Science
4.6,4.1,2.5,1.2,5.0,5.0,3.6,2.0,5.0,1.6,3.4,1.3,1.0,4.2,3.4,3.1,5.0,3.0,2.7,2.2,4.3,215214.81962482893,2,3.0424082686295706,Linguistics
4.5,3.3,3.9,4.2,4.6,3.4,3.3,3.7,3.3,4.0,3.7,3.8,3.4,4.5,2.2,1.1,4.5,4.9,2.6,3.7,2.0,177933.4804643819,3,2.624855105387639,Computer Science
4.1,3.7,3.3,3.2,4.8,3.5,2.8,2.8,2.0,2.3,2.9,3.2,3.7,4.4,4.6,2.0,4.4,2.1,3.0,2.5,4.2,218111.44534904236,2,3.711946026682008,Computer Science
5.0,4.8,2.8,1.8,5.0,1.0,2.6,1.1,2.5,2.5,3.1,2.8,3.9,4.4,3.8,1.6,4.4,3.6,2.2,2.4,2.2,234022.49263742863,1,3.8766849167728443,Computer Science
